#DEBUG: Format Typ    -> tdf
#DEBUG: Time Period   -> 2016-01-01 00:00:00+00:00 2019-02-05 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station	valid	 metar 
ELP	2017-12-27 19:51	KELP 271951Z 16005KT 10SM FEW160 BKN200 15/M03 A3025 RMK AO2 SLP204 T01501028
ELP	2017-12-27 20:51	KELP 272051Z 17005KT 10SM FEW160 BKN210 15/M04 A3023 RMK AO2 SLP201 T01501039 56022
ELP	2017-12-27 21:51	KELP 272151Z 17003KT 10SM FEW150 BKN210 15/M03 A3023 RMK AO2 SLP201 T01501033
ELP	2017-12-27 22:51	KELP 272251Z 16004KT 10SM SCT170 BKN250 15/M04 A3023 RMK AO2 SLP200 T01501039
ELP	2017-12-27 23:51	KELP 272351Z 16004KT 10SM SCT170 BKN250 13/M03 A3022 RMK AO2 SLP204 T01331028 10156 20133 58003
ELP	2017-12-28 00:51	KELP 280051Z 17005KT 10SM SCT180 BKN250 12/M03 A3023 RMK AO2 SLP208 T01221028
ELP	2017-12-28 01:51	KELP 280151Z 17006KT 10SM SCT180 BKN250 11/M02 A3023 RMK AO2 SLP213 T01111022
ELP	2017-12-28 02:51	KELP 280251Z 16003KT 10SM SCT170 BKN250 11/M02 A3023 RMK AO2 SLP214 T01061022 50004
ELP	2017-12-28 03:51	KELP 280351Z 00000KT 10SM SCT160 BKN250 10/M02 A3024 RMK AO2 SLP213 T01001022
ELP	2017-12-28 04:51	KELP 280451Z 16003KT 10SM FEW150 SCT250 08/M02 A3025 RMK AO2 SLP216 T00781022
ELP	2017-12-28 05:51	KELP 280551Z 24004KT 10SM FEW150 SCT250 08/M02 A3026 RMK AO2 SLP216 T00831017 10133 20072 53007
ELP	2017-12-28 06:51	KELP 280651Z 24004KT 10SM FEW150 FEW250 07/M02 A3025 RMK AO2 SLP213 T00671017 401560061
ELP	2017-12-28 07:51	KELP 280751Z 26004KT 10SM SCT210 07/M01 A3024 RMK AO2 SLP212 T00721011
ELP	2017-12-28 08:51	KELP 280851Z 00000KT 10SM FEW210 04/M02 A3025 RMK AO2 SLP215 T00441017 55003
ELP	2017-12-28 09:51	KELP 280951Z 00000KT 10SM FEW210 05/M02 A3025 RMK AO2 SLP215 T00501017
ELP	2017-12-28 10:51	KELP 281051Z 06003KT 10SM FEW210 02/M02 A3024 RMK AO2 SLP217 T00171022
ELP	2017-12-28 11:51	KELP 281151Z 35004KT 10SM FEW210 02/M03 A3024 RMK AO2 SLP219 T00221028 10083 20017 58002
ELP	2017-12-28 12:51	KELP 281251Z 01005KT 10SM FEW210 02/M03 A3026 RMK AO2 SLP227 T00171033
ELP	2017-12-28 13:51	KELP 281351Z 02006KT 10SM FEW220 02/M04 A3027 RMK AO2 SLP232 T00171039
ELP	2017-12-28 14:51	KELP 281451Z 02010KT 10SM SCT220 03/M04 A3029 RMK AO2 SLP239 T00281044 53016
ELP	2017-12-28 15:51	KELP 281551Z 03006KT 10SM SCT220 06/M04 A3031 RMK AO2 SLP243 T00561044
ELP	2017-12-28 16:51	KELP 281651Z 03004KT 10SM FEW190 FEW240 09/M04 A3032 RMK AO2 SLP244 T00941039
ELP	2017-12-28 17:51	KELP 281751Z 36007KT 10SM FEW240 12/M04 A3032 RMK AO2 SLP242 T01171039 10117 20017 51009
ELP	2017-12-28 18:51	KELP 281851Z 36006KT 10SM FEW250 14/M04 A3029 RMK AO2 SLP229 T01391039
ELP	2017-12-28 19:51	KELP 281951Z 34004KT 10SM FEW250 16/M04 A3026 RMK AO2 SLP214 T01561044
ELP	2017-12-28 20:51	KELP 282051Z 00000KT 10SM FEW250 17/M06 A3023 RMK AO2 SLP207 T01671056 56028
ELP	2017-12-28 21:51	KELP 282151Z 21004KT 10SM FEW250 18/M05 A3022 RMK AO2 SLP202 T01831050
ELP	2017-12-28 22:51	KELP 282251Z VRB03KT 10SM FEW250 19/M07 A3023 RMK AO2 SLP207 T01891072
ELP	2017-12-28 23:51	KELP 282351Z 21004KT 10SM FEW250 17/M04 A3022 RMK AO2 SLP208 T01671039 10194 20117 58003
ELP	2017-12-29 00:51	KELP 290051Z 18004KT 9SM FEW250 14/M03 A3022 RMK AO2 SLP213 T01391028
ELP	2017-12-29 01:51	KELP 290151Z 10005KT 10SM CLR 10/M03 A3023 RMK AO2 SLP220 T01001033
ELP	2017-12-29 02:51	KELP 290251Z 30003KT 10SM CLR 11/M03 A3023 RMK AO2 SLP218 T01061028 50003
ELP	2017-12-29 03:51	KELP 290351Z 12003KT 10SM CLR 07/M04 A3023 RMK AO2 SLP221 T00671044
ELP	2017-12-29 04:51	KELP 290451Z 05005KT 10SM CLR 06/M04 A3025 RMK AO2 SLP223 T00611044
ELP	2017-12-29 05:51	KELP 290551Z 10005KT 10SM CLR 04/M04 A3026 RMK AO2 SLP224 T00441044 10167 20044 53009
ELP	2017-12-29 06:51	KELP 290651Z 00000KT 10SM CLR 05/M04 A3026 RMK AO2 SLP223 T00501044 401940017
ELP	2017-12-29 07:51	KELP 290751Z 15006KT 10SM CLR 03/M04 A3025 RMK AO2 SLP219 T00331039
ELP	2017-12-29 08:51	KELP 290851Z 19004KT 10SM CLR 04/M03 A3024 RMK AO2 SLP212 T00391033 58005
ELP	2017-12-29 09:51	KELP 290951Z 04003KT 10SM CLR 03/M04 A3024 RMK AO2 SLP211 T00281039
ELP	2017-12-29 10:51	KELP 291051Z 04004KT 10SM CLR 03/M04 A3026 RMK AO2 SLP216 T00281044
ELP	2017-12-29 11:51	KELP 291151Z 02005KT 10SM CLR 02/M05 A3026 RMK AO2 SLP221 T00171050 10061 20017 53005
ELP	2017-12-29 12:51	KELP 291251Z 07005KT 10SM CLR 01/M07 A3027 RMK AO2 SLP231 T00061067
ELP	2017-12-29 13:51	KELP 291351Z 00000KT 10SM FEW250 00/M07 A3028 RMK AO2 SLP240 T00001067
ELP	2017-12-29 14:51	KELP 291451Z 00000KT 10SM FEW250 01/M06 A3029 RMK AO2 SLP243 T00111061 53011
ELP	2017-12-29 15:51	KELP 291551Z 02003KT 10SM CLR 06/M07 A3031 RMK AO2 SLP247 FU DSNT N-NE T00561067
ELP	2017-12-29 16:51	KELP 291651Z 00000KT 10SM CLR 09/M08 A3032 RMK AO2 SLP246 T00941078
ELP	2017-12-29 17:51	KELP 291751Z 00000KT 10SM CLR 12/M08 A3030 RMK AO2 SLP239 T01221083 10122 21011 50002
ELP	2017-12-29 18:51	KELP 291851Z 00000KT 10SM CLR 14/M07 A3027 RMK AO2 SLP222 T01441072
ELP	2017-12-29 19:51	KELP 291951Z 21006KT 10SM CLR 16/M07 A3021 RMK AO2 SLP203 T01611067
ELP	2017-12-29 20:51	KELP 292051Z 20007KT 10SM CLR 19/M08 A3018 RMK AO2 SLP188 T01941078 56036
ELP	2017-12-29 21:51	KELP 292151Z VRB05KT 10SM FEW250 21/M10 A3018 RMK AO2 SLP186 T02061100
ELP	2017-12-29 22:51	KELP 292251Z 23011KT 10SM FEW250 20/M08 A3018 RMK AO2 SLP187 T02001083
ELP	2017-12-29 23:51	KELP 292351Z 25012KT 10SM CLR 18/M07 A3018 RMK AO2 SLP192 T01781067 10211 20122 55000
ELP	2017-12-30 00:51	KELP 300051Z 24009KT 10SM CLR 16/M06 A3019 RMK AO2 SLP198 T01561056
ELP	2017-12-30 01:51	KELP 300151Z 18004KT 10SM CLR 14/M06 A3019 RMK AO2 SLP204 T01441056
ELP	2017-12-30 02:51	KELP 300251Z 18006KT 10SM CLR 13/M06 A3019 RMK AO2 SLP205 T01281061 51004
ELP	2017-12-30 03:51	KELP 300351Z 00000KT 10SM CLR 11/M06 A3019 RMK AO2 SLP201 T01061056
ELP	2017-12-30 04:51	KELP 300451Z 12005KT 10SM CLR 07/M05 A3019 RMK AO2 SLP201 T00671050
ELP	2017-12-30 05:51	KELP 300551Z 36004KT 10SM CLR 08/M05 A3019 RMK AO2 SLP193 T00831050 10178 20067 58001
ELP	2017-12-30 06:51	KELP 300651Z 30004KT 10SM CLR 10/M05 A3019 RMK AO2 SLP189 T01001050 402111011
ELP	2017-12-30 07:51	KELP 300751Z 05005KT 10SM CLR 06/M04 A3018 RMK AO2 SLP191 T00611044
ELP	2017-12-30 08:51	KELP 300851Z 01003KT 10SM CLR 04/M05 A3019 RMK AO2 SLP192 T00391050 53001
ELP	2017-12-30 09:51	KELP 300951Z 00000KT 10SM CLR 02/M06 A3019 RMK AO2 SLP193 T00171056
ELP	2017-12-30 10:51	KELP 301051Z 02004KT 10SM CLR 03/M06 A3019 RMK AO2 SLP190 T00281056
ELP	2017-12-30 11:51	KELP 301151Z 05004KT 10SM CLR 02/M06 A3019 RMK AO2 SLP195 T00171056 10128 20011 55001
ELP	2017-12-30 12:51	KELP 301251Z 06003KT 10SM CLR 02/M06 A3020 RMK AO2 SLP201 T00171061
ELP	2017-12-30 13:51	KELP 301351Z 00000KT 10SM CLR 01/M06 A3022 RMK AO2 SLP211 T00111061
ELP	2017-12-30 14:51	KELP 301451Z 03004KT 10SM FEW200 02/M06 A3023 RMK AO2 SLP216 T00221056 53013
ELP	2017-12-30 15:51	KELP 301551Z 00000KT 10SM FEW200 07/M04 A3023 RMK AO2 SLP213 T00721044
ELP	2017-12-30 16:51	KELP 301651Z 00000KT 10SM FEW200 10/M06 A3024 RMK AO2 SLP218 T01001056
ELP	2017-12-30 17:51	KELP 301751Z 19003KT 10SM FEW220 12/M04 A3023 RMK AO2 SLP207 T01171044 10117 20000 58002
ELP	2017-12-30 18:51	KELP 301851Z 19004KT 10SM FEW220 16/M07 A3019 RMK AO2 SLP186 T01561067
ELP	2017-12-30 20:51	KELP 302051Z 22011KT 10SM FEW250 21/M13 A3011 RMK AO2 SLP159 T02061128 57037
ELP	2017-12-30 21:51	KELP 302151Z 23012KT 10SM FEW250 21/M09 A3009 RMK AO2 SLP159 T02061089
ELP	2017-12-30 22:51	KELP 302251Z 21008KT 10SM FEW250 20/M09 A3009 RMK AO2 SLP154 T02001094
ELP	2017-12-30 23:51	KELP 302351Z 23010KT 10SM FEW250 19/M10 A3007 RMK AO2 SLP152 T01891100 10211 20117 58010
ELP	2017-12-31 00:51	KELP 310051Z 22011KT 10SM FEW250 17/M09 A3007 RMK AO2 SLP156 T01671089
ELP	2017-12-31 01:51	KELP 310151Z 19007KT 10SM CLR 15/M08 A3008 RMK AO2 SLP162 T01501083
ELP	2017-12-31 02:51	KELP 310251Z 17011KT 10SM CLR 13/M05 A3008 RMK AO2 SLP163 T01331050 50002
ELP	2017-12-31 03:51	KELP 310351Z 16010KT 10SM FEW250 12/M03 A3009 RMK AO2 SLP161 T01221033
ELP	2017-12-31 04:51	KELP 310451Z 15008KT 10SM FEW250 11/M04 A3010 RMK AO2 SLP161 T01111039
ELP	2017-12-31 05:51	KELP 310551Z 16004KT 10SM CLR 11/M04 A3011 RMK AO2 SLP163 T01111039 10189 20106 53009
ELP	2017-12-31 06:51	KELP 310651Z 16008KT 10SM CLR 11/M04 A3010 RMK AO2 SLP154 T01061039 402110000
ELP	2017-12-31 07:51	KELP 310751Z 21009KT 10SM CLR 12/M04 A3009 RMK AO2 SLP149 T01171044
ELP	2017-12-31 08:51	KELP 310851Z 21010KT 10SM CLR 13/M06 A3010 RMK AO2 SLP144 T01281056 55004
ELP	2017-12-31 09:51	KELP 310951Z 22004KT 10SM CLR 12/M06 A3009 RMK AO2 SLP142 T01221061
ELP	2017-12-31 10:51	KELP 311051Z 21007KT 10SM CLR 12/M07 A3009 RMK AO2 SLP143 T01221067
ELP	2017-12-31 11:51	KELP 311151Z 00000KT 10SM CLR 12/M07 A3009 RMK AO2 SLP144 T01221072 10133 20094 56003
ELP	2017-12-31 12:51	KELP 311251Z 21007KT 10SM FEW250 09/M06 A3010 RMK AO2 SLP155 T00941056
ELP	2017-12-31 13:51	KELP 311351Z 14004KT 10SM FEW250 04/M05 A3012 RMK AO2 SLP171 T00441050
ELP	2017-12-31 14:51	KELP 311451Z 18003KT 10SM FEW250 09/M04 A3014 RMK AO2 SLP172 T00941044 53015
ELP	2017-12-31 15:51	KELP 311551Z 17010KT 10SM SCT250 BKN300 12/M05 A3015 RMK AO2 SLP174 T01171050
ELP	2017-12-31 16:51	KELP 311651Z 16012KT 10SM SCT250 BKN300 13/M04 A3016 RMK AO2 SLP179 T01331044
ELP	2017-12-31 17:51	KELP 311751Z 17009KT 10SM BKN250 16/M04 A3016 RMK AO2 SLP174 T01611044 10161 20044 50007
ELP	2017-12-31 18:51	KELP 311851Z 22012KT 10SM BKN250 20/M06 A3013 RMK AO2 SLP160 T02001061
ELP	2017-12-31 19:51	KELP 311951Z 24009KT 10SM SCT120 BKN250 22/M06 A3011 RMK AO2 SLP147 T02171056
ELP	2017-12-31 20:51	KELP 312051Z 20005KT 10SM FEW120 BKN250 22/M06 A3009 RMK AO2 SLP141 T02171056 56021
ELP	2017-12-31 21:51	KELP 312151Z 11009KT 10SM FEW100 BKN250 19/M04 A3009 RMK AO2 SLP143 T01941039
ELP	2017-12-31 22:51	KELP 312251Z 13009KT 10SM FEW100 SCT150 BKN250 18/M04 A3010 RMK AO2 SLP149 T01781039
ELP	2017-12-31 23:51	KELP 312351Z 13010KT 10SM SCT140 BKN250 14/M04 A3012 RMK AO2 SLP163 T01441039 10222 20144 53009
ELP	2018-01-01 00:51	KELP 010051Z 11010KT 10SM SCT140 BKN250 12/M04 A3016 RMK AO2 SLP182 T01171039
ELP	2018-01-01 01:51	KELP 010151Z 16008KT 10SM SCT140 BKN250 09/M04 A3019 RMK AO2 SLP203 T00891039
ELP	2018-01-01 02:51	KELP 010251Z 14011KT 10SM SCT140 BKN250 07/M04 A3021 RMK AO2 SLP207 T00721039 51027
ELP	2018-01-01 03:51	KELP 010351Z 13007KT 10SM BKN140 BKN250 06/M04 A3024 RMK AO2 SLP215 T00611039
ELP	2018-01-01 04:51	KELP 010451Z 14010KT 10SM FEW110 BKN140 OVC250 05/M04 A3026 RMK AO2 SLP223 T00501044
ELP	2018-01-01 05:51	KELP 010551Z 14005KT 10SM BKN140 04/M04 A3028 RMK AO2 SLP226 T00391044 10144 20039 51020
ELP	2018-01-01 06:51	KELP 010651Z 13004KT 10SM BKN140 BKN250 03/M04 A3029 RMK AO2 SLP225 T00331044 402220028
ELP	2018-01-01 07:51	KELP 010751Z 11007KT 10SM BKN140 BKN250 02/M05 A3031 RMK AO2 SLP230 T00221050
ELP	2018-01-01 08:51	KELP 010851Z 11006KT 10SM SCT100 BKN140 OVC250 02/M05 A3031 RMK AO2 SLP233 T00171050 51010
ELP	2018-01-01 09:51	KELP 010951Z 11005KT 10SM BKN110 BKN140 BKN250 01/M06 A3033 RMK AO2 SLP243 T00111056
ELP	2018-01-01 10:51	KELP 011051Z 11006KT 10SM SCT100 01/M06 A3033 RMK AO2 SLP246 T00061061
ELP	2018-01-01 11:51	KELP 011151Z 12006KT 10SM SCT100 M01/M06 A3034 RMK AO2 SLP255 T10111061 10039 21011 51007
ELP	2018-01-01 12:51	KELP 011251Z 14005KT 10SM FEW100 M02/M07 A3035 RMK AO2 SLP264 T10171067
ELP	2018-01-01 13:51	KELP 011351Z 14005KT 10SM FEW100 SCT180 M02/M07 A3038 RMK AO2 SLP280 T10221067
ELP	2018-01-01 14:51	KELP 011451Z 11006KT 10SM FEW100 FEW180 M02/M07 A3040 RMK AO2 SLP288 T10221072 53019
ELP	2018-01-01 15:51	KELP 011551Z 04003KT 10SM FEW180 M01/M07 A3041 RMK AO2 SLP294 T10061067
ELP	2018-01-01 16:51	KELP 011651Z 00000KT 10SM FEW200 01/M06 A3042 RMK AO2 SLP296 T00061061
ELP	2018-01-01 17:51	KELP 011751Z 11004KT 10SM FEW200 03/M06 A3041 RMK AO2 SLP290 T00281061 10028 21028 50003
ELP	2018-01-01 18:51	KELP 011851Z 13006KT 10SM FEW240 03/M07 A3038 RMK AO2 SLP279 T00331067
ELP	2018-01-01 19:51	KELP 011951Z VRB06KT 10SM FEW240 05/M07 A3032 RMK AO2 SLP259 T00501067
ELP	2018-01-01 20:51	KELP 012051Z 09006KT 10SM FEW240 06/M07 A3028 RMK AO2 SLP245 T00611067 58038
ELP	2018-01-01 21:51	KELP 012151Z 14006KT 10SM FEW250 07/M06 A3027 RMK AO2 SLP239 T00671061
ELP	2018-01-01 22:51	KELP 012251Z 15005KT 10SM SCT250 07/M07 A3025 RMK AO2 SLP234 T00721067
ELP	2018-01-01 23:51	KELP 012351Z 10004KT 10SM SCT250 07/M07 A3024 RMK AO2 SLP232 T00721067 10078 20028 56013
ELP	2018-01-02 00:51	KELP 020051Z 00000KT 10SM SCT250 06/M07 A3024 RMK AO2 SLP236 T00611067
ELP	2018-01-02 01:51	KELP 020151Z 11003KT 10SM FEW250 06/M07 A3024 RMK AO2 SLP237 T00611067
ELP	2018-01-02 02:51	KELP 020251Z 11005KT 10SM FEW250 04/M07 A3025 RMK AO2 SLP241 T00441072 52002
ELP	2018-01-02 03:51	KELP 020351Z 13006KT 10SM FEW250 03/M07 A3024 RMK AO2 SLP238 T00331072
ELP	2018-01-02 04:51	KELP 020451Z 12003KT 10SM SCT250 03/M07 A3025 RMK AO2 SLP242 T00281072
ELP	2018-01-02 05:51	KELP 020551Z 00000KT 10SM SCT250 03/M07 A3026 RMK AO2 SLP239 T00331067 10072 20028 53005
ELP	2018-01-02 06:51	KELP 020651Z 20004KT 10SM BKN250 01/M07 A3024 RMK AO2 SLP234 T00061067 400781028
ELP	2018-01-02 07:51	KELP 020751Z 11003KT 10SM BKN250 02/M07 A3023 RMK AO2 SLP228 T00171067
ELP	2018-01-02 08:51	KELP 020851Z 00000KT 10SM BKN250 01/M07 A3023 RMK AO2 SLP226 T00111067 56010
ELP	2018-01-02 09:51	KELP 020951Z 35004KT 10SM BKN250 01/M07 A3024 RMK AO2 SLP228 T00061067
ELP	2018-01-02 10:51	KELP 021051Z 00000KT 10SM BKN250 M01/M07 A3022 RMK AO2 SLP223 T10061072
ELP	2018-01-02 11:51	KELP 021151Z 36006KT 10SM BKN250 00/M08 A3022 RMK AO2 SLP224 T00001078 10033 21006 58002
ELP	2018-01-02 12:51	KELP 021251Z 02005KT 10SM BKN250 M01/M08 A3023 RMK AO2 SLP229 T10061078
ELP	2018-01-02 13:51	KELP 021351Z 01006KT 10SM FEW220 BKN250 M01/M08 A3024 RMK AO2 SLP234 T10111083
ELP	2018-01-02 14:51	KELP 021451Z 02007KT 10SM FEW220 BKN250 M01/M08 A3026 RMK AO2 SLP241 T10061078 53010
ELP	2018-01-02 15:51	KELP 021551Z 02004KT 10SM FEW220 BKN250 02/M08 A3026 RMK AO2 SLP240 T00171078
ELP	2018-01-02 16:51	KELP 021651Z 07003KT 10SM BKN250 04/M07 A3027 RMK AO2 SLP242 T00391072
ELP	2018-01-02 17:51	KELP 021751Z 00000KT 10SM BKN250 06/M07 A3026 RMK AO2 SLP236 T00561067 10067 21011 50002
ELP	2018-01-02 18:51	KELP 021851Z 00000KT 10SM SCT250 08/M06 A3023 RMK AO2 SLP226 T00831061
ELP	2018-01-02 19:51	KELP 021951Z 03004KT 10SM BKN250 10/M06 A3022 RMK AO2 SLP215 T01001056
ELP	2018-01-02 20:51	KELP 022051Z 02003KT 10SM BKN250 12/M06 A3019 RMK AO2 SLP205 T01171056 56021
ELP	2018-01-02 21:51	KELP 022151Z 01006KT 10SM SCT250 13/M06 A3019 RMK AO2 SLP205 T01281061
ELP	2018-01-02 22:51	KELP 022251Z 04006KT 10SM SCT250 14/M07 A3020 RMK AO2 SLP208 T01391067
ELP	2018-01-02 23:51	KELP 022351Z 36006KT 10SM SCT250 13/M07 A3022 RMK AO2 SLP213 T01281067 10139 20056 53007
ELP	2018-01-03 00:51	KELP 030051Z 12009KT 10SM FEW250 08/M07 A3025 RMK AO2 SLP235 T00831067 $
ELP	2018-01-03 01:51	KELP 030151Z 11010KT 10SM SCT250 06/M08 A3028 RMK AO2 SLP249 T00611078 $
ELP	2018-01-03 02:51	KELP 030251Z 17004KT 10SM SCT250 04/M08 A3032 RMK AO2 SLP262 T00441083 $
ELP	2018-01-03 03:51	KELP 030351Z 19006KT 10SM BKN250 03/M08 A3033 RMK AO2 SLP266 T00331078 $
ELP	2018-01-03 04:51	KELP 030451Z 19004KT 10SM BKN250 02/M08 A3034 RMK AO2 SLP268 T00171083 $
ELP	2018-01-03 05:51	KELP 030551Z 20006KT 10SM BKN250 01/M09 A3035 RMK AO2 SLP269 T00111089 10128 20011 51009 $
ELP	2018-01-03 06:51	KELP 030651Z 24005KT 10SM BKN250 01/M09 A3037 RMK AO2 SLP273 T00061089 401391011 $
ELP	2018-01-03 07:51	KELP 030751Z 22005KT 10SM BKN250 00/M09 A3038 RMK AO2 SLP274 T00001089 $
ELP	2018-01-03 08:51	KELP 030851Z 24005KT 10SM SCT250 M01/M09 A3038 RMK AO2 SLP275 T10061094 51010 $
ELP	2018-01-03 09:51	KELP 030951Z 26003KT 10SM FEW250 00/M09 A3038 RMK AO2 SLP272 T00001089 $
ELP	2018-01-03 10:51	KELP 031051Z 00000KT 10SM FEW250 01/M10 A3040 RMK AO2 SLP276 T00111100 $
ELP	2018-01-03 11:51	KELP 031151Z 00000KT 10SM FEW250 01/M11 A3040 RMK AO2 SLP279 T00061106 10022 21006 51007 $
ELP	2018-01-03 12:51	KELP 031251Z 00000KT 10SM SCT250 M03/M10 A3041 RMK AO2 SLP292 T10281100 $
ELP	2018-01-03 13:51	KELP 031351Z 14004KT 10SM FEW250 M03/M09 A3043 RMK AO2 SLP302 T10281094 $
ELP	2018-01-03 14:51	KELP 031451Z 00000KT 10SM SCT120 BKN220 M01/M09 A3044 RMK AO2 SLP306 T10111089 53010
ELP	2018-01-03 15:51	KELP 031551Z 00000KT 10SM SCT110 BKN220 02/M09 A3046 RMK AO2 SLP309 T00171089
ELP	2018-01-03 16:51	KELP 031651Z 00000KT 10SM SCT250 04/M11 A3046 RMK AO2 SLP309 T00391106
ELP	2018-01-03 17:51	KELP 031751Z VRB03KT 10SM SCT250 07/M10 A3044 RMK AO2 SLP301 T00671100 10067 21044 50001
ELP	2018-01-03 18:51	KELP 031851Z 03003KT 10SM SCT250 08/M10 A3040 RMK AO2 SLP285 T00831100
ELP	2018-01-03 19:51	KELP 031951Z VRB04KT 10SM BKN250 11/M12 A3035 RMK AO2 SLP265 T01111117
ELP	2018-01-03 20:51	KELP 032051Z 12007KT 10SM BKN250 12/M14 A3032 RMK AO2 SLP252 T01171139 56038
ELP	2018-01-03 21:51	KELP 032151Z VRB05KT 10SM FEW160 BKN250 12/M14 A3029 RMK AO2 SLP242 T01171144
ELP	2018-01-03 22:51	KELP 032251Z 07006KT 10SM SCT170 BKN250 13/M15 A3027 RMK AO2 SLP232 T01331150
ELP	2018-01-03 23:51	KELP 032351Z 01006KT 10SM FEW170 SCT250 12/M14 A3026 RMK AO2 SLP231 T01171139 10133 20061 56017
ELP	2018-01-04 00:51	KELP 040051Z 02006KT 10SM FEW160 BKN200 09/M13 A3026 RMK AO2 SLP240 T00941128
ELP	2018-01-04 01:51	KELP 040151Z 04004KT 10SM FEW160 BKN200 BKN250 08/M12 A3027 RMK AO2 SLP243 T00831122
ELP	2018-01-04 02:51	KELP 040251Z 08005KT 10SM FEW160 SCT200 BKN250 06/M13 A3027 RMK AO2 SLP244 T00611128 52002
ELP	2018-01-04 03:51	KELP 040351Z 00000KT 10SM FEW150 SCT180 BKN250 07/M13 A3027 RMK AO2 SLP237 T00671128
ELP	2018-01-04 04:51	KELP 040451Z 02004KT 10SM SCT150 SCT180 BKN250 06/M12 A3026 RMK AO2 SLP233 T00611117
ELP	2018-01-04 05:51	KELP 040551Z 02005KT 10SM SCT150 BKN180 OVC220 06/M11 A3025 RMK AO2 SLP227 T00561106 10117 20050 58006
ELP	2018-01-04 06:51	KELP 040651Z 02005KT 10SM BKN150 BKN180 OVC250 05/M11 A3024 RMK AO2 SLP222 T00501106 401331044
ELP	2018-01-04 07:51	KELP 040751Z 03003KT 10SM BKN140 BKN210 05/M11 A3022 RMK AO2 SLP211 T00501106
ELP	2018-01-04 08:51	KELP 040851Z 02005KT 10SM BKN140 BKN200 04/M11 A3021 RMK AO2 SLP208 T00441106 57011
ELP	2018-01-04 09:51	KELP 040951Z 02006KT 10SM BKN140 OVC200 04/M11 A3021 RMK AO2 SLP206 T00441106
ELP	2018-01-04 10:51	KELP 041051Z 01005KT 10SM BKN130 OVC200 04/M11 A3020 RMK AO2 SLP200 T00441106
ELP	2018-01-04 11:51	KELP 041151Z 01006KT 10SM SCT120 OVC200 04/M11 A3019 RMK AO2 SLP201 T00441111 10056 20044 56007
ELP	2018-01-04 12:51	KELP 041251Z 01006KT 10SM BKN095 OVC200 04/M11 A3020 RMK AO2 SLP207 T00441106
ELP	2018-01-04 13:51	KELP 041351Z 36005KT 10SM BKN095 OVC200 05/M11 A3021 RMK AO2 SLP213 T00501106
ELP	2018-01-04 14:51	KELP 041451Z 01006KT 10SM FEW095 SCT130 OVC200 05/M11 A3022 RMK AO2 SLP219 T00501106 52009
ELP	2018-01-04 15:51	KELP 041551Z 01008KT 10SM FEW095 SCT130 OVC200 06/M12 A3024 RMK AO2 SLP220 T00611117
ELP	2018-01-04 16:51	KELP 041651Z 02004KT 10SM BKN100 OVC190 07/M11 A3026 RMK AO2 SLP228 T00721111
ELP	2018-01-04 17:51	KELP 041751Z 04005KT 10SM SCT065 OVC085 08/M11 A3025 RMK AO2 SLP225 VCSH W-N T00781111 10078 20044 50008
ELP	2018-01-04 18:51	KELP 041851Z 17003KT 10SM FEW050 SCT065 OVC080 08/M11 A3023 RMK AO2 SLP217 T00831106
ELP	2018-01-04 19:51	KELP 041951Z 19004KT 10SM FEW065 SCT080 OVC100 10/M11 A3018 RMK AO2 SLP200 T01001111
ELP	2018-01-04 20:51	KELP 042051Z 18008KT 10SM -RA FEW048 BKN075 OVC095 11/M09 A3015 RMK AO2 RAB02E14B37 SLP188 P0000 60000 T01061094 58030
ELP	2018-01-04 21:51	KELP 042151Z 19009KT 8SM FEW080 OVC095 11/M08 A3014 RMK AO2 RAE2059 SLP185 P0000 T01111083
ELP	2018-01-04 22:51	KELP 042251Z 09005KT 10SM BKN075 BKN090 12/M08 A3015 RMK AO2 SLP187 FU DSNT NE-E T01171078
ELP	2018-01-04 23:51	KELP 042351Z 04004KT 10SM SCT100 BKN170 11/M09 A3018 RMK AO2 SLP198 60000 T01111089 10117 20078 53009
ELP	2018-01-05 00:51	KELP 050051Z 12004KT 10SM FEW100 BKN180 09/M08 A3018 RMK AO2 SLP201 T00941083
ELP	2018-01-05 01:51	KELP 050151Z 19005KT 10SM FEW100 BKN180 08/M08 A3020 RMK AO2 SLP209 T00831078
ELP	2018-01-05 02:51	KELP 050251Z 18006KT 10SM FEW100 SCT180 08/M08 A3022 RMK AO2 SLP214 T00781078 53011
ELP	2018-01-05 03:51	KELP 050351Z 15008KT 10SM FEW100 07/M08 A3022 RMK AO2 SLP214 T00721078
ELP	2018-01-05 04:51	KELP 050451Z 00000KT 10SM CLR 07/M08 A3023 RMK AO2 SLP216 T00721078
ELP	2018-01-05 05:51	KELP 050551Z 00000KT 10SM FEW200 04/M07 A3024 RMK AO2 SLP223 T00441072 10111 20044 53007
ELP	2018-01-05 06:51	KELP 050651Z 00000KT 10SM FEW200 03/M07 A3023 RMK AO2 SLP220 T00331072 401170028
ELP	2018-01-05 07:51	KELP 050751Z 03003KT 10SM FEW220 03/M07 A3022 RMK AO2 SLP215 T00281072
ELP	2018-01-05 08:51	KELP 050851Z 36003KT 10SM FEW220 02/M07 A3023 RMK AO2 SLP220 T00221072 55001
